Catálogo UNICO
Homologación entre los catálogos de SESA y OCRA


ID OCRA	ID SESA	Marca	Descripción 2014	Segmento, Clase	Clasificación
1871	7527	DINA	AUTOBUSES URBANO	8	AUTOBUS
1874	7528	DINA	AUTOBUS FORANEO	8	AUTOBUS
1875	7530	FORD	ECONOLINE SERVICIO PÚBLICO	1	COLECTIVO
1876	7531	FORD	MICROBUS	3	AUTOBUS
1877	7532	FORD	AUTOBUS URBANO	7	AUTOBUS
1877	7533	FORD	AUTOBUS URBANO	8	AUTOBUS
1879	7534	GENERAL MOTORS	AUTOBUS URBANO	8	CAMION
1880	7535	FREIGHTLINER	AUTOBUS URBANO	8	AUTOBUS
1881	7537	INTERNATIONAL	AUTOBUS URBANO	6	AUTOBUS
1881	7538	INTERNATIONAL	AUTOBUS URBANO	7	AUTOBUS
1883	7540	ISUZU	MICROBUS	4	AUTOBUS
1884	7541	MAN	AUTOBUSES FORANEOS	8	AUTOBUS
1885	7543	MASA	TROLEBUS	7	AUTOBUS
1886	7544	MASA	AUTOBUSES URBANOS	8	AUTOBUS
1887	7545	MASA	AUTOBUSES FORANEOS	8	AUTOBUS
1888	7547	MERCEDES BENZ	AUTOBUS URBANO	6	AUTOBUS
1888	7548	MERCEDES BENZ	AUTOBUS URBANO	7	AUTOBUS
1888	7549	MERCEDES BENZ	AUTOBUS URBANO	8	AUTOBUS
1891	7550	MERCEDES BENZ	AUTOBUSES FORANEO	8	AUTOBUS
1892	7551	NISSAN	ICHI-VAN Y URVAN, SERVICIO PÚBLICO	1	COLECTIVO
1893	7554	SCANIA	AUTOBUS FORANEO	8	AUTOBUS
1894	7555	STERLING	AUTOBUS URBANO CHATO	8	AUTOBUS
1895	7556	TOYOTA	HIACE SERVICIO PÚBLICO	1	AUTOBUS
1896	7557	VOLKSWAGEN	COMBI,CARABEL SERVICIO PÚBLICO	1	COLECTIVO
1897	7558	VOLKSWAGEN	EUROVAN SERVICIO PÚBLICO	1	COLECTIVO
1898	7559	VOLKSWAGEN	CRAFTER MICROBUS	4	MICROBUS
1899	7560	VOLKSWAGEN	MICROBUS	5	MICROBUS
1900	7561	VOLVO	MICROBUS	4	MICROBUS
1902	7564	VOLVO	AUTOBUS FORANEO	8	AUTOBUS
1903	7565	KENWORTH	6 X 4 OLLA REVOLVEDORA	8	CAMION
1904	7566	MAN	CABINA XL 6 X 4	9	TRACTOCAMIONES
1905	7568	DINA	D-100,B-200,PICK - UP	2	COMERCIAL
1906	7573	PEUGEOT	EXPERT	1	COMERCIAL
1907	7575	INTERNATIONAL	4 X 2 TANQUE GAS LP	4	CAMION
1908	7576	INTERNATIONAL	4 X 2 TANQUE GAS LP	5	CAMION
1909	7577	INTERNATIONAL	6 X 2 COMPACTADOR DE BASURA	8	CAMION
1910	7586	RENAULT	KANGOO CARGA	1	COMERCIAL
1911	7591	CHRYSLER	D-W250 VAN	2	COMERCIAL
1912	7592	DINA	4 X 2 PLATAFORMA	5	CAMION
1913	7593	FORD	4 X 2 VOLTEO	6	CAMION
1914	7594	RAMIREZ	6 X 2 CAJA REDILAS	7	CAMION
1915	7595	MONTERREY	4 X 2 CAJA REDILAS	7	CAMION
1916	7606	ISUZU	4 X 2 CAJA REDILAS	7	CAMION
1917	7607	ISUZU	4 X 2 CAJA REFRIGERADA	7	CAMION
1918	7608	ISUZU	4 X 2 CAJA SECA	7	CAMION
1919	7609	ISUZU	4 X 2 CAJA REDILAS	6	CAMION
1920	7610	ISUZU	4 X 2 CAJA REFRIGERADA	6	CAMION
1921	7611	ISUZU	4 X 2 CAJA SECA	6	CAMION
1922	7612	CBO	6000	4	CAMION
1923	7613	CBO	8000	6	CAMION
1924	7614	ASTRA	CAMION	4	CAMION
1925	7615	MUDAN	CAMION	4	CAMION
1926	7616	FAW	PICK UP	1	COMERCIAL
1926	7625	FAW	PICK UP	1	COMERCIAL
1927	7617	FORD	TRANSIT CARGA	1	COMERCIAL
1928	7618	CITROEN	NEMO	1	COMERCIAL
1929	7619	CITROEN	BERLING	1	COMERCIAL
1930	7620	CITROEN	JUMPY	1	COMERCIAL
1931	7621	CITROEN	JUMPER	1	COMERCIAL
1932	7622	SPARTAK	S1000	1	COMERCIAL
1933	7623	SPARTAK	S2000	2	COMERCIAL
1934	7624	SPARTAK	S3000	3	COMERCIAL
1936	7626	CBO	1000-1500	1	COMERCIAL
1937	7627	CBO	2200	2	COMERCIAL
1938	7628	CBO	4000	3	COMERCIAL
1939	7633	PETERBILT	TRACTOCAMION	9	TRACTOCAMIONES
1940	7634	MAZDA	PICK UP	1	COMERCIAL
1941	7635	HINO	CAJA SECA	5	CAMION
1942	7637	GENERAL MOTORS	CUTAWAY	4	CAMION
1943	7638	SPARTAN	CHASIS	7	CAMION
1944	9001	APRILIA	50-110	N/D	MOTOCICLETAS
1945	9002	APRILIA	111-250	N/D	MOTOCICLETAS
1946	9003	APRILIA	251-650	N/D	MOTOCICLETAS
1947	9004	APRILIA	651-1000	N/D	MOTOCICLETAS
1948	9005	ARCTIC CAT	50-110	N/D	MOTOCICLETAS
1949	9006	ARGO	111-250	N/D	MOTOCICLETAS
1950	9007	ARGO	251-650	N/D	MOTOCICLETAS
1951	9008	ARGO	651-1000	N/D	MOTOCICLETAS
1952	9010	BAJAJ	111-250	N/D	MOTOCICLETAS
1953	9013	BENGALA	111-250	N/D	MOTOCICLETAS
1954	9014	BENGALA	251-650	N/D	MOTOCICLETAS
1955	9015	BMW	251-650	N/D	MOTOCICLETAS
1956	9016	BMW	651-1000	N/D	MOTOCICLETAS
1957	9018	BUELL	251-650	N/D	MOTOCICLETAS
1958	9019	BUELL	651-1000	N/D	MOTOCICLETAS
1959	9020	CAGIVA	50-110	N/D	MOTOCICLETAS
1960	9022	CAGIVA	251-650	N/D	MOTOCICLETAS
1961	9023	CAGIVA	651-1000	N/D	MOTOCICLETAS
1962	9024	CAN AM	50-110	N/D	MOTOCICLETAS
1963	9025	CAN AM	111-250	N/D	MOTOCICLETAS
1964	9026	CAN AM	251-650	N/D	MOTOCICLETAS
1965	9031	DELTA	50-110	N/D	MOTOCICLETAS
1966	9032	DELTA	111-250	N/D	MOTOCICLETAS
1967	9035	DINLI	50-110	N/D	MOTOCICLETAS
1968	9036	DINLI	111-250	N/D	MOTOCICLETAS
1969	9037	DUBAY	50-110	N/D	MOTOCICLETAS
1970	9038	DUBAY	111-250	N/D	MOTOCICLETAS
1971	9040	DUCATI	1001-2000	N/D	MOTOCICLETAS
1972	9041	DY MOTO	50-110	N/D	MOTOCICLETAS
1973	9042	DY MOTO	111-250	N/D	MOTOCICLETAS
1974	9043	E-TON	50-110	N/D	MOTOCICLETAS
1975	9044	E-TON	111-250	N/D	MOTOCICLETAS
1976	9045	GILERA	50-110	N/D	MOTOCICLETAS
1977	9046	GILERA	111-250	N/D	MOTOCICLETAS
1978	9047	GILERA	251-650	N/D	MOTOCICLETAS
1979	9048	HARLEY-DAVIDSON	111-250	N/D	MOTOCICLETAS
1980	9049	HARLEY-DAVIDSON	251-650	N/D	MOTOCICLETAS
1981	9050	HARLEY-DAVIDSON	651-1000	N/D	MOTOCICLETAS
1982	9052	HARTFORD	50-110	N/D	MOTOCICLETAS
1983	9053	HARTFORD	111-250	N/D	MOTOCICLETAS
1984	9059	HOOL MOTORS	50-110	N/D	MOTOCICLETAS
1985	9060	HOOL MOTORS	111-250	N/D	MOTOCICLETAS
1986	9061	HUSABERG	50-110	N/D	MOTOCICLETAS
1987	9062	HUSABERG	111-250	N/D	MOTOCICLETAS
1988	9063	HUSABERG	251-650	N/D	MOTOCICLETAS
1989	9064	HUSABERG	651-1000	N/D	MOTOCICLETAS
1990	9065	HUSQVARNA	50-110	N/D	MOTOCICLETAS
1991	9066	HUSQVARNA	111-250	N/D	MOTOCICLETAS
1992	9067	HUSQVARNA	251-650	N/D	MOTOCICLETAS
1993	9068	HUSQVARNA	651-1000	N/D	MOTOCICLETAS
1994	9069	ISLO	50-110	N/D	MOTOCICLETAS
1995	9073	ITALIKA	251-650	N/D	MOTOCICLETAS
1996	9074	IZUKA	50-110	N/D	MOTOCICLETAS
1997	9076	IZUKA	251-650	N/D	MOTOCICLETAS
1998	9078	KAMAJI	111-250	N/D	MOTOCICLETAS
1999	9079	KAMAJI	251-650	N/D	MOTOCICLETAS
2000	9085	KTM	50-110	N/D	MOTOCICLETAS
2001	9086	KTM	111-250	N/D	MOTOCICLETAS
2002	9087	KTM	251-650	N/D	MOTOCICLETAS
2003	9088	KYMCO	50-110	N/D	MOTOCICLETAS
2004	9089	KYMCO	111-250	N/D	MOTOCICLETAS
2005	9090	KYMCO	251-650	N/D	MOTOCICLETAS
2006	9091	LEM MOTOR	50-110	N/D	MOTOCICLETAS
2007	9092	LUCKY	50-110	N/D	MOTOCICLETAS
2008	9093	LUCKY	111-250	N/D	MOTOCICLETAS
2009	9094	LUCKY	251-650	N/D	MOTOCICLETAS
2010	9095	MOTO GUZZI	111-250	N/D	MOTOCICLETAS
2011	9096	MOTO GUZZI	251-650	N/D	MOTOCICLETAS
2012	9097	MOTO GUZZI	651-1000	N/D	MOTOCICLETAS
2013	9098	MOTO GUZZI	1001-2000	N/D	MOTOCICLETAS
2014	9101	IZUKA	651-1000	N/D	MOTOCICLETAS
2015	9102	MOTOS TORO	50-110	N/D	MOTOCICLETAS
2016	9103	MOTOS TORO	111-250	N/D	MOTOCICLETAS
2017	9104	MOTOS TORO	251-650	N/D	MOTOCICLETAS
2018	9105	MOTOS TORO	651-1000	N/D	MOTOCICLETAS
2019	9106	MT MOTORS	50-110	N/D	MOTOCICLETAS
2020	9107	MT MOTORS	111-250	N/D	MOTOCICLETAS
2021	9108	MUTANT MOTORS	50-110	N/D	MOTOCICLETAS
2022	9109	MUTANT MOTORS	111-250	N/D	MOTOCICLETAS
2023	9110	MUTANT MOTORS	251-650	N/D	MOTOCICLETAS
2024	9112	MV AGUSTA	1001-2000	N/D	MOTOCICLETAS
2025	9114	PEUGEOT	111-250	N/D	MOTOCICLETAS
2026	9115	PEUGEOT	251-650	N/D	MOTOCICLETAS
2027	9116	PIAGGIO	50-110	N/D	MOTOCICLETAS
2028	9117	PIAGGIO	111-250	N/D	MOTOCICLETAS
2029	9119	POLARIS	50-110	N/D	MOTOCICLETAS
2030	9120	POLARIS	111-250	N/D	MOTOCICLETAS
2031	9122	POLARIS	651-1000	N/D	MOTOCICLETAS
2032	9123	POLARIS	1001-2000	N/D	MOTOCICLETAS
2033	9124	QLINK	50-110	N/D	MOTOCICLETAS
2034	9126	QLINK	251-650	N/D	MOTOCICLETAS
2035	9127	SAYTO	50-110	N/D	MOTOCICLETAS
2036	9128	SAYTO	111-250	N/D	MOTOCICLETAS
2037	9129	SAYTO	251-650	N/D	MOTOCICLETAS
2038	9130	SEA DOO	651-1000	N/D	MOTOCICLETAS
2039	9131	SEA DOO	1000-2000	N/D	MOTOCICLETAS
2040	9139	TANK	251-650	N/D	MOTOCICLETAS
2041	9140	TANK	651-1000	N/D	MOTOCICLETAS
2042	9141	TORO HYOSUNG	50-110	N/D	MOTOCICLETAS
2043	9142	TORO HYOSUNG	111-250	N/D	MOTOCICLETAS
2044	9143	TORO HYOSUNG	251-650	N/D	MOTOCICLETAS
2045	9144	TORO HYOSUNG	651-1000	N/D	MOTOCICLETAS
2046	9145	TRIUMPH	251-650	N/D	MOTOCICLETAS
2047	9147	TRIUMPH	1001-2000	N/D	MOTOCICLETAS
2048	9148	TRIUMPH	2001-2500	N/D	MOTOCICLETAS
2049	9149	UNITED MOTORS	50-110	N/D	MOTOCICLETAS
2050	9150	UNITED MOTORS	111-250	N/D	MOTOCICLETAS
2051	9153	VENTO	251-650	N/D	MOTOCICLETAS
2052	9156	VESPA	251-650	N/D	MOTOCICLETAS
2053	9157	VICTORY MOTORCYCLES	1001-2000	N/D	MOTOCICLETAS
2054	9158	WINDSOR	50-110	N/D	MOTOCICLETAS
2055	9159	WINDSOR	111-250	N/D	MOTOCICLETAS
2056	9166	ZANETTI	111-250	N/D	MOTOCICLETAS
2057	9167	ZANETTI	251-650	N/D	MOTOCICLETAS
2058	9173	APRISSA	251-650	N/D	MOTOCICLETAS
2059	9175	BENELLI	251-650	N/D	MOTOCICLETAS
2060	9176	BENELLI	111- 250	N/D	MOTOCICLETAS
2061	9177	BENELLI	651-1000	N/D	MOTOCICLETAS
2062	9178	BRONCO	50-110	N/D	MOTOCICLETAS
2063	9179	BRONCO	251-650	N/D	MOTOCICLETAS
2064	9180	DREAM	50-110	N/D	MOTOCICLETAS
2065	9182	DREAM	111- 250	N/D	MOTOCICLETAS
2066	9184	GELLY	251-650	N/D	MOTOCICLETAS
2067	9185	GELLY	111- 250	N/D	MOTOCICLETAS
2068	9186	GEO	50-110	N/D	MOTOCICLETAS
2069	9187	GEO	251-650	N/D	MOTOCICLETAS
2070	9189	JINHAO	50-110	N/D	MOTOCICLETAS
2071	9190	JINHAO	251-650	N/D	MOTOCICLETAS
2072	9192	KUMOTO	50-110	N/D	MOTOCICLETAS
2073	9193	KUMOTO	251-650	N/D	MOTOCICLETAS
2074	9194	KUMOTO	111- 250	N/D	MOTOCICLETAS
2075	9195	LIFAN	50-110	N/D	MOTOCICLETAS
2076	9197	LIFAN	111- 250	N/D	MOTOCICLETAS
2077	9198	MARGIE	50-110	N/D	MOTOCICLETAS
2078	9199	MARGIE	251-650	N/D	MOTOCICLETAS
2079	9201	MV AGUSTA	251-651	N/D	MOTOCICLETAS
2080	9203	PISTA	251-650	N/D	MOTOCICLETAS
2081	9204	PISTA	111- 250	N/D	MOTOCICLETAS
2082	9205	SANYANG	50-110	N/D	MOTOCICLETAS
2083	9206	SANYANG	251-650	N/D	MOTOCICLETAS
2084	9212	SUKIDA	50-110	N/D	MOTOCICLETAS
2085	9213	SUKIDA	251-650	N/D	MOTOCICLETAS
2086	9215	SUNDIRO	50-110	N/D	MOTOCICLETAS
2087	9216	SUNDIRO	251-650	N/D	MOTOCICLETAS
2088	9218	TOROMEX	50-110	N/D	MOTOCICLETAS
2089	9219	TOROMEX	251-650	N/D	MOTOCICLETAS
2090	9222	TVS	251-650	N/D	MOTOCICLETAS
2091	9223	TVS	111- 250	N/D	MOTOCICLETAS
2092	9225	APRISSA	50-110	N/D	MOTOCICLETAS
2093	9227	SUNDIRO	651-1000	N/D	MOTOCICLETAS
2094	9228	KURAZAI	50-110	N/D	MOTOCICLETAS
2095	9230	KURAZAI	251-650	N/D	MOTOCICLETAS
2096	9978	LEGALIZADO	COMERCIALES	N/D	COMERCIAL
2097	9993	ARMADO	CAMION	4	CAMION
2098	9980	ARMADO	CAMION	6	CAMION
2099	9981	ARMADO	CAMION	7	CAMION
2100	9982	ARMADO	CAMION	8	CAMION
2101	9983	LEGALIZADO	CAMION	4	CAMION
2102	9984	LEGALIZADO	AUTOMOVILES	N/D	AUTOMOVILES
2103	9985	LEGALIZADO	CAMION	5	CAMION
2104	9986	LEGALIZADO	TRACTOCAMION	9	TRACTOCAMIONES
2105	9987	LEGALIZADO	CAMION	6	CAMION
2106	9988	ARMADO	TRACTOCAMION	9	TRACTOCAMIONES
2107	9989	LEGALIZADO	CAMION	7	CAMION
2108	9990	SEMIRREMOLQUES	LEGALIZADO	R	SEMIRREMOLQUES
2109	9991	LEGALIZADO	CAMION	8	CAMION
2111	9979	ARMADO	CAMION	5	CAMION
2112	9994	FRONTERIZOS	COMERCIALES	N/D	COMERCIAL
2113	9995	ESPECIALES
VEHÍCULOS INDUSTRIALES,AGRICOLAS, CONTRATISTAS
N/D	OTROS
2114	9996	TURISTAS	AUTOMOVILES	N/D	AUTOMOVILES
2115	9997	TURISTAS	CAMIONES	N/D	CAMION
2116	9998	FRONTERIZOS	AUTOMOVILES	N/D	AUTOMOVILES
2117	9977	OTROS	MOTOCICLETAS	N/D	MOTOCICLETAS
2118	7639	ISUZU	ELF 200	2	COMERCIAL
2119	7640	ISUZU	ELF 300	2	COMERCIAL
2120	7641	ISUZU	ELF 400	3	COMERCIAL
2121	7642	ISUZU	ELF 500	4	CAMION
2122	7643	ISUZU	ELF600	4	CAMION
2123	9999	OTROS	OTROS	N/D	AUTOMOVILES
2124	541	MASTRETTA	MXT	DEPORTIVO	AUTOMOVILES
2125	542	FERRARI	FF	DEPORTIVO	AUTOMOVILES
2126	543	AUDI	Q3	MULTIUSOS	AUTOMOVILES
2127	544	LAND ROVER	EVOQUE	MULTIUSOS	AUTOMOVILES
2128	545	HONDA	CROSSTOUR	COMPACTO	AUTOMOVILES
2129	546	BUICK	VERANO	LUJO	AUTOMOVILES
2130	547	CHRYSLER	DART DESDE 2012	COMPACTO	AUTOMOVILES
2131	548	GENERAL MOTORS	C- 3500, SILVERADO PICK UP C 31	3	COMERCIAL
2132	549	GENERAL MOTORS	TRAX	MULTIUSOS	AUTOMOVILES
2133	550	ACURA	ILX	COMPACTO	AUTOMOVILES
2134	551	CADILLAC	ATS	LUJO	AUTOMOVILES
2135	552	FERRARI	F12	LUJO	AUTOMOVILES
2136	553	JAGUAR	F	LUJO	AUTOMOVILES
2137	554	FAW	GF8	MULTIUSOS	AUTOMOVILES
2138	555	FAW	GF70	MULTIUSOS	AUTOMOVILES
2139	556	VOLVO	V60	LUJO	AUTOMOVILES
2140	557	ACURA	RLX	LUJO	AUTOMOVILES
2141	558	VOLKSWAGEN	MULTIVAN	MULTIUSOS	AUTOMOVILES
2142	559	VOLKSWAGEN	CRAFTER PASAJEROS	MULTIUSOS	AUTOMOVILES
2143	560	MAZDA	CX5	MULTIUSOS	AUTOMOVILES
2144	561	HONDA	CR-Z	DEPORTIVO	AUTOMOVILES
2145	7644	FAW	GF900	4	CAMION
2146	7645	FAW	GF250	4	CAMION
2147	7646	FAW	GF6000	8	CAMION
2148	7647	FAW	GF7000	8	CAMION
2149	562	FIAT	UNO	SUBCOMPACTO	AUTOMOVILES
2150	9234	ARCTIC CAT	111-250	N/D	MOTOCICLETAS
2151	9235	ARCTIC CAT	251-650	N/D	MOTOCICLETAS
2152	9236	ARCTIC CAT	651-1000	N/D	MOTOCICLETAS
2153	563	GENERAL MOTORS	VOLT	COMPACTO	AUTOMOVILES
2154	564	NISSAN	GT-R	DEPORTIVO	AUTOMOVILES
2155	565	MERCEDES BENZ	CLASE CLA	LUJO	AUTOMOVILES
2156	7648	CHRYSLER	H300	2	COMERCIAL
2157	566	FORD	INTERCEPTOR	LUJO	AUTOMOVILES
2158	567	PEUGEOT	301	COMPACTO	AUTOMOVILES
2159	568	LAMBORGHINI	AVENTADOR	LUJO	AUTOMOVILES
2160	569	PEUGEOT	PARTNER TEPEE	MULTIUSOS	AUTOMOVILES
2161	570	MITSUBISHI	ASX	MULTIUSOS	AUTOMOVILES
2162	571	NISSAN	NOTE	SUBCOMPACTO	AUTOMOVILES
2163	572	PEUGEOT	208	SUBCOMPACTO	AUTOMOVILES
2164	573	ROLLS ROYCE	GHOST	LUJO	AUTOMOVILES
2165	574	SUBARU	XV	MULTIUSOS	AUTOMOVILES
2167	575	BMW	SERIE 4	LUJO	AUTOMOVILES
2168	576	BUICK	ENCORE	LUJO	AUTOMOVILES
2169	577	VOLKSWAGEN	VENTO	COMPACTO	AUTOMOVILES
2170	579	BMW	SERIE 2	LUJO	AUTOMOVILES
2171	580	PEUGEOT	2008	SUBCOMPACTO	AUTOMOVILES
2172	581	HYUNDAI	ELANTRA	COMPACTO	AUTOMOVILES
2173	582	HYUNDAI	GRAND I10 	SUBCOMPACTO	AUTOMOVILES
2174	583	HYUNDAI	GENESSIS 	COMPACTO	AUTOMOVILES
2175	584	HYUNDAI	IX35	MULTIUSOS	AUTOMOVILES
2176	585	SUZUKI	S CROSS	MULTIUSOS	AUTOMOVILES
2177	586	ACURA	TLX	LUJO	AUTOMOVILES
2178	587	ASTON MARTIN	DB9	LUJO	AUTOMOVILES
2179	588	ASTON MARTIN	RAPIDE	LUJO	AUTOMOVILES
2180	589	AUDI	RS4	LUJO	AUTOMOVILES
2181	590	BENTLEY	FLYING	LUJO	AUTOMOVILES
2182	591	BENTLEY	MULSANNE	LUJO	AUTOMOVILES
2183	592	BMW	X4	DEPORTIVO	AUTOMOVILES
2184	593	CHRYSLER	TOWN & COUNTRY	MULTIUSOS	AUTOMOVILES
2185	594	FERRARI	LA FERRARI	LUJO	AUTOMOVILES
2186	595	INFINITI	FX35	MULTIUSOS	AUTOMOVILES
2187	596	INFINITI	FX37	MULTIUSOS	AUTOMOVILES
2188	597	INFINITI	FX50	MULTIUSOS	AUTOMOVILES
2189	598	INFINITI	G37	DEPORTIVO	AUTOMOVILES
2190	599	INFINITI	G38	LUJO	AUTOMOVILES
2191	600	INFINITI	G39	LUJO	AUTOMOVILES
2192	601	INFINITI	JX	MULTIUSOS	AUTOMOVILES
2193	602	INFINITI	M37	DEPORTIVO	AUTOMOVILES
2194	603	INFINITI	M56	DEPORTIVO	AUTOMOVILES
2195	604	INFINITI	Q50	LUJO	AUTOMOVILES
2196	605	INFINITI	Q60	LUJO	AUTOMOVILES
2197	606	INFINITI	Q70	LUJO	AUTOMOVILES
2198	607	INFINITI	QX56	LUJO	AUTOMOVILES
2199	608	INFINITI	QX60	MULTIUSOS	AUTOMOVILES
2200	609	INFINITI	QX70	MULTIUSOS	AUTOMOVILES
2201	610	INFINITI	QX80	MULTIUSOS	AUTOMOVILES
2202	611	LAMBORGHINI	HURACAN	LUJO	AUTOMOVILES
2203	612	LINCOLN	MKC	LUJJO	AUTOMOVILES
2204	613	MASERATI	CHILBLI	DEPORTIVO	AUTOMOVILES
2205	614	MERCEDES BENZ	GLA	LUJO	AUTOMOVILES
2206	615	NISSAN	NV 2500	MULTIUSOS	AUTOMOVILES
2207	616	NISSAN	NV 350	MULTIUSOS	AUTOMOVILES
2208	617	RENAULT	LOGAN	COMPACTO	AUTOMOVILES
2209	618	RENAULT	TWIZY ZE	SUBCOMPACTO	AUTOMOVILES
2210	619	SUBARU	WRX	LUJO	AUTOMOVILES
2211	620	VOLKSWAGEN	CADDY	MULTIUSOS	AUTOMOVILES
2212	7649	FORD	TREMOR	2	COMERCIAL
2213	7650	ISUZU	FORWARD 1100	7	CAMION
2214	7651	ISUZU	FORWARD 800	6	CAMION
2225	9966	PLAN PISO	MICROBUS	N/D	MICROBUS
2232	9968	PLAN PISO	AUTOBUS	N/D	AUTOBUS
2237	9969	PLAN PISO	SEMIRREMOLQUES	N/D	SEMIRREMOLQUES
2236	9970	PLAN PISO	MOTOCICLETAS	N/D	MOTOCICLETAS
2235	9971	PLAN PISO	TRACTOCAMIONES	N/D	TRACTOCAMIONES
2238	9972	PLAN PISO	COMERCIAL	N/D	COMERCIAL
2246	9973	PLAN PISO	CAMIONES	N/D	CAMION
2234	9974	PLAN PISO	AUTOMOVILES	N/D	AUTOMOVILES
2239	9975	TURISTAS	AUTOBUS	N/D	AUTOBUS
2240	9976	TURISTAS	MOTOCICLETAS	N/D	MOTOCICLETAS
2241	619	CHRYSLER	VISION	COMPACTO	AUTOMOVILES
2215	620	PORSCHE	MACAN	MULTIUSOS	AUTOMOVILES
2242	621	MITSUBISHI	MIRAGE	SUBCOMPACTO	AUTOMOVILES
2216	622	AUDI	RS7	LUJO	AUTOMOVILES
2217	623	HYUNDAI	SANTA FE	MULTIUSOS	AUTOMOVILES
2218	624	HONDA	HR-V	MULTIUSOS	AUTOMOVILES
1466	7656	CHRYSLER	RAM 700	1	COMERCIALES
2219	7657	CHRYSLER	RAM PROMASTER	2	COMERCIALES
2220	7652	CHRYSLER	RAM 1500	2	COMERCIALES
2222	7653	NISSAN	NP300	1	COMERCIALES
2230	7654	STRUDER	ST-200 	2	COMERCIALES
2231	7655	STRUDER	ST-250	2	COMERCIALES
2233	9237	CAN AM	1001-2000	N/D	MOTOCICLETAS	 	 	 
